question,true_answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links,multiple_constraints,numerical_reasoning,post_processing,tabular_reasoning,temporal_reasoning,sum,wiki_len,fold
"What were the last names of the players selected for the Pro Bowl from the NFL team that was featured in the movie ""Ace Ventura: Pet Detective""? Base the answer on the following specifications:  -- These players were on the team while Wayne Huizenga was the owner  -- The team that these players were on achieved a 10-6 regular season record while still making the playoffs during their Pro Bowl season","Bowens, Thomas, & Madison ",https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective,https://en.wikipedia.org/wiki/Miami_Dolphins,https://en.wikipedia.org/wiki/1995_Miami_Dolphins_season,https://en.wikipedia.org/wiki/1997_Miami_Dolphins_season,https://en.wikipedia.org/wiki/1998_Miami_Dolphins_season,https://en.wikipedia.org/wiki/1999_Miami_Dolphins_season,https://en.wikipedia.org/wiki/2000_Miami_Dolphins_season,https://en.wikipedia.org/wiki/2001_Miami_Dolphins_season,https://en.wikipedia.org/wiki/2008_Miami_Dolphins_season,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective', 'https://en.wikipedia.org/wiki/Miami_Dolphins', 'https://en.wikipedia.org/wiki/1995_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/1997_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/1998_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/1999_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/2000_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/2001_Miami_Dolphins_season', 'https://en.wikipedia.org/wiki/2008_Miami_Dolphins_season']",1,0,0,1,0,2,9,0
Who was the president of the United States when the resort housing the BomBora steel roller coaster first opened?,Grover Cleveland,https://en.wikipedia.org/wiki/BomBora_(Lagoon),https://en.wikipedia.org/wiki/Lagoon_(amusement_park),https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/BomBora_(Lagoon)', 'https://en.wikipedia.org/wiki/Lagoon_(amusement_park)', 'https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States']",1,0,0,0,0,1,3,0
"In 1973, Edward Fox starred in The Day of the Jackal. He beat out a James Bond actor to the part, but what was the name of another James Bond actor he appeared with in an 'unofficial' 80s Bond film?",Sean Connery,https://en.wikipedia.org/wiki/The_Day_of_the_Jackal_(film),https://en.wikipedia.org/wiki/Edward_Fox_(actor),https://en.wikipedia.org/wiki/Roger_Moore,https://en.wikipedia.org/wiki/Never_Say_Never_Again,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/The_Day_of_the_Jackal_(film)', 'https://en.wikipedia.org/wiki/Edward_Fox_(actor)', 'https://en.wikipedia.org/wiki/Roger_Moore', 'https://en.wikipedia.org/wiki/Never_Say_Never_Again']",1,0,0,0,0,1,4,0
"As noted in the 2020 census, what is the population of the county in which Waterville, Maine, resides?","123,642","https://en.wikipedia.org/wiki/Waterville,_Maine","https://en.wikipedia.org/wiki/Kennebec_County,_Maine",,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Waterville,_Maine', 'https://en.wikipedia.org/wiki/Kennebec_County,_Maine']",1,0,0,0,0,1,2,0
"Who was the team manager for Lee Jae-won's only football season as of January 1, 2024?",Yasuyuki Kishino,"https://en.wikipedia.org/wiki/Lee_Jae-won_(footballer,_born_1992)",https://en.wikipedia.org/wiki/2015_J3_League,https://en.wikipedia.org/wiki/Kataller_Toyama,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Lee_Jae-won_(footballer,_born_1992)', 'https://en.wikipedia.org/wiki/2015_J3_League', 'https://en.wikipedia.org/wiki/Kataller_Toyama']",0,0,0,1,1,2,3,0
What medal was won in 1979 by the famous physicist who attended the oldest college in London?,Albert Einstein medal,https://en.wikipedia.org/wiki/University_of_Oxford#Mathematics_and_sciences,https://en.wikipedia.org/wiki/Stephen_Hawking#1975%E2%80%931990,https://en.wikipedia.org/wiki/Albert_Einstein_Medal,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/University_of_Oxford#Mathematics_and_sciences', 'https://en.wikipedia.org/wiki/Stephen_Hawking#1975%E2%80%931990', 'https://en.wikipedia.org/wiki/Albert_Einstein_Medal']",1,0,0,0,0,1,3,0
Who wrote the first movie that Chris Columbus ever directed?,David Simkins.,https://en.wikipedia.org/wiki/Chris_Columbus_(filmmaker)#Filmography,https://en.wikipedia.org/wiki/Adventures_in_Babysitting,,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Chris_Columbus_(filmmaker)#Filmography', 'https://en.wikipedia.org/wiki/Adventures_in_Babysitting']",1,0,0,1,0,2,2,0
Frank Lampard scored 5 league goals in his debut season at Chelsea. How many more league goals did Didier Drogba score during his debut season at Chelsea?,5 more goals,https://en.wikipedia.org/wiki/Frank_Lampard,https://en.wikipedia.org/wiki/Didier_Drogba,,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/Frank_Lampard', 'https://en.wikipedia.org/wiki/Didier_Drogba']",0,1,0,1,0,2,2,0
"What do the inventor of the marine chronometer, the US president with the shortest tenure in history, and the president who was sworn in by Chief Justice Melville Fuller all have in common?","They all share the last name ""Harrison."" The scientist is John Harrison, the US president with the shortest tenure is William Henry Harrison, who is the grandfather of the US president sworn in by Chief Justice Melville Fuller, Benjamin Harrison. ",https://en.wikipedia.org/wiki/Marine_chronometer,https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,https://en.wikipedia.org/wiki/Melville_Fuller,https://en.wikipedia.org/wiki/William_Henry_Harrison,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Marine_chronometer', 'https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States', 'https://en.wikipedia.org/wiki/Melville_Fuller', 'https://en.wikipedia.org/wiki/William_Henry_Harrison']",1,0,0,1,0,2,4,0
What is the famous novel by the wife of the 19th-century poet who wrote about an Egyptian pharaoh who reigned sometime between 1290 and 1200 B.C.?,Frankenstein,https://en.wikipedia.org/wiki/List_of_pharaohs,https://en.wikipedia.org/wiki/Seti_I,https://en.wikipedia.org/wiki/Ramesses_II,https://en.wikipedia.org/wiki/Merneptah,https://en.wikipedia.org/wiki/Amenmesse,https://en.wikipedia.org/wiki/Percy_Bysshe_Shelley,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_pharaohs', 'https://en.wikipedia.org/wiki/Seti_I', 'https://en.wikipedia.org/wiki/Ramesses_II', 'https://en.wikipedia.org/wiki/Merneptah', 'https://en.wikipedia.org/wiki/Amenmesse', 'https://en.wikipedia.org/wiki/Percy_Bysshe_Shelley']",1,0,0,1,1,3,6,0
"What is the burial place of the most successful racehorse in the Grand National's history, as of 2024?  ",The winning post at Aintree Racecourse,https://en.wikipedia.org/wiki/Grand_National ,https://en.wikipedia.org/wiki/Red_Rum,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Grand_National ', 'https://en.wikipedia.org/wiki/Red_Rum']",1,0,0,0,0,1,2,0
"After Edward II, who was the next English monarch to have been born outside of England?",Richard II,https://en.wikipedia.org/wiki/Edward_II_of_England,https://en.wikipedia.org/wiki/Edward_III_of_England,https://en.wikipedia.org/wiki/Richard_II_of_England,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Edward_II_of_England', 'https://en.wikipedia.org/wiki/Edward_III_of_England', 'https://en.wikipedia.org/wiki/Richard_II_of_England']",0,0,0,0,1,1,3,0
Who was the president of the USA when the wife of the former HEB Grocery Company CEO Howard Edward Butt Sr. died?,"Bill Clinton was president beginning in 1993, the same year that Mary Elizabeth Butt passed away. ",https://en.wikipedia.org/wiki/Mary_Elizabeth_Butt,https://en.wikipedia.org/wiki/Bill_Clinton,,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Mary_Elizabeth_Butt', 'https://en.wikipedia.org/wiki/Bill_Clinton']",1,0,0,0,1,2,2,0
There's a famous children's book about a King Elephant. At what age did the French author die?,37 years old.,https://en.wikipedia.org/wiki/Babar_the_Elephant,https://en.wikipedia.org/wiki/Jean_de_Brunhoff,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Babar_the_Elephant', 'https://en.wikipedia.org/wiki/Jean_de_Brunhoff']",1,0,0,0,0,1,2,0
In what year did a great fire destroy over 100 buildings in the North American city which hosted the 2010 G20 summit?,1904 (Great Toronto Fire of 1904),https://en.wikipedia.org/wiki/2010_G20_Toronto_summit,https://en.wikipedia.org/wiki/Toronto,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/2010_G20_Toronto_summit', 'https://en.wikipedia.org/wiki/Toronto']",1,0,0,0,0,1,2,0
What was the difference in population in the most populous town in the Isère department from 1946 to 1975?,63876,https://en.wikipedia.org/wiki/Is%C3%A8re#Principal_towns,https://en.wikipedia.org/wiki/Grenoble#Population,,,,,,,,,,Numerical reasoning | Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Is%C3%A8re#Principal_towns', 'https://en.wikipedia.org/wiki/Grenoble#Population']",0,1,0,1,1,3,2,0
When was the last team that Miloš Beleslin played for dissolved?,1945,https://en.wikipedia.org/wiki/Milo%C5%A1_Beleslin,https://en.wikipedia.org/wiki/%C5%BDAK_Subotica,,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Milo%C5%A1_Beleslin', 'https://en.wikipedia.org/wiki/%C5%BDAK_Subotica']",1,1,0,1,1,4,2,0
"The creator of the animated series Family Guy was supposed to be on one of the planes that was involved in the 9/11 attacks but he arrived too late to board. Altogether, how many letters are in the name of the city from which his missed fight departed that day?",6 (Boston),https://en.wikipedia.org/wiki/Family_Guy,https://en.wikipedia.org/wiki/Seth_MacFarlane,https://en.wikipedia.org/wiki/American_Airlines_Flight_11,,,,,,,,,Multiple constraints | Post processing,"['https://en.wikipedia.org/wiki/Family_Guy', 'https://en.wikipedia.org/wiki/Seth_MacFarlane', 'https://en.wikipedia.org/wiki/American_Airlines_Flight_11']",1,0,1,0,0,2,3,0
Who won the FIFA World Cup in the year the Falklands War broke out?,Italy,https://en.wikipedia.org/wiki/Falklands_War,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Falklands_War', 'https://en.wikipedia.org/wiki/1982_FIFA_World_Cup']",0,0,0,0,1,1,2,0
"Which cities hosted the Olympics in 1988, and where were the opening ceremonies held in each city?","Calgary- Winter Olympics, opening ceremony held at McMahon Stadium. Seoul- Summer Olympics, opening ceremony held at Seoul Olympic Stadium.",https://en.wikipedia.org/wiki/List_of_Olympic_Games_host_cities,https://en.wikipedia.org/wiki/1988_Summer_Olympics,https://en.wikipedia.org/wiki/1988_Winter_Olympics,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/List_of_Olympic_Games_host_cities', 'https://en.wikipedia.org/wiki/1988_Summer_Olympics', 'https://en.wikipedia.org/wiki/1988_Winter_Olympics']",0,0,0,1,0,1,3,0
"During the month that GEMA Global Engine Alliance LLC was founded as a joint venture of Chrysler, Mitsubishi Motors, and Hyundai Motor Company, which international arms treaty was signed, who signed it, where, and on what date?","On May 24th, 2002, the Strategic Offensive Reductions Treaty was signed in Moscow by Vladimir Putin and George W. Bush.",https://en.wikipedia.org/wiki/Global_Engine_Alliance,https://en.wikipedia.org/wiki/Strategic_Offensive_Reductions_Treaty,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Global_Engine_Alliance', 'https://en.wikipedia.org/wiki/Strategic_Offensive_Reductions_Treaty']",1,0,0,0,0,1,2,0
Which governor of Shizuoka resigned due to the delayed opening of the airport?,Yoshinobu Ishikawa,https://en.wikipedia.org/wiki/Shizuoka_Prefecture,https://en.wikipedia.org/wiki/Yoshinobu_Ishikawa,,,,,,,,,,Tabular reasoning | Post processing,"['https://en.wikipedia.org/wiki/Shizuoka_Prefecture', 'https://en.wikipedia.org/wiki/Yoshinobu_Ishikawa']",0,0,1,1,0,2,2,0
What is the difference between the number of years served in the seventh-ratified US state's House of Delegates between that state's senator elected in 2007 and his uncle?,"The seventh-ratified US state is Maryland. The senator of Maryland elected in 2007 is Ben Cardin. Ben Cardin served 20 years (1967 to 1987) and his uncle, Maurice Cardin, served 15 years (1951 to 1966) in the Maryland House of Delegates. 20 - 15 = 5 years difference, with Ben serving 5 more years.",https://en.wikipedia.org/wiki/List_of_states_and_territories_of_the_United_States,https://en.wikipedia.org/wiki/List_of_United_States_senators_from_Maryland,https://en.wikipedia.org/wiki/Ben_Cardin,https://en.wikipedia.org/wiki/Maurice_Cardin,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_states_and_territories_of_the_United_States', 'https://en.wikipedia.org/wiki/List_of_United_States_senators_from_Maryland', 'https://en.wikipedia.org/wiki/Ben_Cardin', 'https://en.wikipedia.org/wiki/Maurice_Cardin']",1,1,0,1,1,4,4,0
"How many years after publishing his paper *On the Inhalation of the Vapor of Ether* did John Snow make the connection between cholera, kidney failure, and contaminated water sources?",Seven,https://en.wikipedia.org/wiki/Miasma_theory#,https://en.wikipedia.org/wiki/John_Snow#,https://en.wikipedia.org/wiki/1854_Broad_Street_cholera_outbreak#,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Miasma_theory#', 'https://en.wikipedia.org/wiki/John_Snow#', 'https://en.wikipedia.org/wiki/1854_Broad_Street_cholera_outbreak#']",1,1,0,0,1,3,3,0
